iter	Logloss
839	0.09852295426
840	0.09848846337
841	0.09844663382
842	0.09840704866
843	0.09837717974
844	0.09835164725
845	0.09832031537
846	0.09828004111
847	0.09825990676
848	0.09822784912
849	0.09820227312
850	0.09815903815
851	0.09812278344
852	0.09808437026
853	0.09801933525
854	0.09797997609
855	0.09795128314
856	0.09792629589
857	0.09789612376
858	0.09783574094
859	0.09779216496
860	0.09771108162
861	0.09768982553
862	0.09763565175
863	0.09760152884
864	0.0975620617
865	0.09753836413
866	0.0975025693
867	0.09747149477
868	0.0974358933
869	0.097414707
870	0.09733796413
871	0.09730149486
872	0.09726859333
873	0.09724641485
874	0.09719094736
875	0.09713322029
876	0.09709189082
877	0.09704782479
878	0.09701149346
879	0.0969880987
880	0.09696409809
881	0.09694021645
882	0.09689834488
883	0.0968315342
884	0.09680493426
885	0.0967619073
886	0.09672550882
887	0.0966812833
888	0.09664847906
889	0.09661471573
890	0.09656226103
891	0.09650269317
892	0.09646306066
893	0.09641419212
894	0.09635739163
895	0.09632837729
896	0.09627959325
897	0.09623462039
898	0.09619894125
899	0.09615724349
900	0.09613380855
901	0.09611588182
902	0.09608341916
903	0.09605780866
904	0.09602376319
905	0.09596757478
906	0.09592467426
907	0.09589827811
908	0.09586047178
909	0.09582129794
910	0.09577674094
911	0.09572954059
912	0.09566719304
913	0.09562134271
914	0.09558786596
915	0.09555920042
916	0.09552717706
917	0.09550181038
918	0.09546765888
919	0.09543943541
920	0.09539939867
921	0.09536402324
922	0.0953382834
923	0.09529357184
924	0.0952572946
925	0.09519758451
926	0.09515698547
927	0.09512089031
928	0.09510442356
929	0.09504447237
930	0.09500957076
931	0.09496821893
932	0.09493053229
933	0.09488567995
934	0.09484347807
935	0.09481504984
936	0.09476965487
937	0.09473378533
938	0.0947011924
939	0.09465244878
940	0.09461033569
941	0.09457279418
942	0.09455121871
943	0.09450632736
944	0.09448078333
945	0.09446403057
946	0.0944399728
947	0.09438122559
948	0.09435301385
949	0.09432146234
950	0.09427514914
951	0.09424080137
952	0.09421014887
953	0.09417310268
954	0.09414882759
955	0.09411677381
956	0.09408121162
957	0.09405319635
958	0.09402325047
959	0.09398209459
960	0.09396810793
961	0.09394343449
962	0.09389668149
963	0.0938490594
964	0.09380580371
965	0.09378290369
966	0.09373957741
967	0.09369986572
968	0.09367911388
969	0.09365806337
970	0.0936048911
971	0.09354605478
972	0.09352224182
973	0.093491757
974	0.09344055345
975	0.09330560923
976	0.09325897721
977	0.09321894085
978	0.09318995707
979	0.09316563657
980	0.0931454537
981	0.09311834446
982	0.09308273706
983	0.09306442253
984	0.09302217726
985	0.09296787055
986	0.09293825486
987	0.0929177903
988	0.09286432013
989	0.09281194871
990	0.09275814727
991	0.09272479453
992	0.09268595183
993	0.09263036518
994	0.09258413633
995	0.09254520793
996	0.09248461152
997	0.09246288685
998	0.0924376885
999	0.09241499936
